filename,logo_true,logo_pred,logo_fp,logo_fn,screenshot_true,screenshot_pred,screenshot_fp,screenshot_fn
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000064.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000065.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000066.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000067.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000068.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000069.jpg,False,True,True,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000070.jpg,False,True,True,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000071.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000072.jpg,False,True,True,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000073.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000074.jpg,False,True,True,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000075.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000076.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000077.jpg,False,True,True,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000078.jpg,False,True,True,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000079.jpg,False,True,True,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000080.jpg,False,True,True,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000081.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000082.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000083.jpg,False,True,True,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000084.jpg,False,True,True,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000085.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000086.jpg,False,True,True,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000087.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000088.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000089.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000090.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000091.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000092.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000093.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000094.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000095.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000096.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000097.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000098.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000099.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000100.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000101.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000102.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000103.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000104.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000105.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000106.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000107.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000108.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000109.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000110.jpg,False,True,True,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000111.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000112.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000113.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000114.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000115.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000116.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000117.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000118.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000119.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000120.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000121.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000122.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000123.jpg,False,True,True,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000124.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000125.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000126.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000127.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000128.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000129.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000130.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000131.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000132.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000133.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000134.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000135.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000136.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000137.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000138.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000139.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000140.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000141.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000142.jpg,False,True,True,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000143.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000144.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000145.jpg,False,True,True,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000146.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000147.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000148.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000149.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000150.jpg,False,True,True,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000151.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000152.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000153.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000154.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000155.jpg,False,True,True,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000156.jpg,False,True,True,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000157.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000158.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000159.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000160.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000161.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000162.jpg,False,True,True,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000163.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000164.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000165.jpg,False,True,True,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000166.jpg,False,True,True,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000167.jpg,False,True,True,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000168.jpg,False,True,True,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000169.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000170.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000171.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000172.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000173.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000174.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000175.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000176.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000177.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000178.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000179.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000180.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000181.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000182.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000183.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000184.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000185.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000186.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000187.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000188.jpg,False,True,True,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000189.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000190.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000191.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000192.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000193.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000194.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000195.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000196.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000197.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000198.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000199.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000200.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000201.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000202.jpg,False,True,True,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000203.jpg,False,True,True,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000204.jpg,False,True,True,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000205.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000206.jpg,False,True,True,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000207.jpg,False,True,True,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000208.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000209.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000210.jpg,False,True,True,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000211.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000212.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000213.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000214.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000215.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000216.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000217.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000218.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000219.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000220.jpg,False,True,True,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000221.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000222.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000223.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000224.jpg,False,True,True,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000225.jpg,False,False,False,False,False,False,False,False
FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000226.jpg,False,False,False,False,False,False,False,False
